01800;ST MAURICE DE GOURDANS;;;ST MAURICE DE GOURDANS;
01800;VILLIEU LOYES MOLLON;;;VILLIEU LOYES MOLLON;
01800;LOYES;;;VILLIEU LOYES MOLLON;LOYES
01800;MOLLON;;;VILLIEU LOYES MOLLON;MOLLON
01851;MARBOZ;;;MARBOZ;
01960;PERONNAS;;;PERONNAS;
01960;ST ANDRE SUR VIEUX JONC;;;ST ANDRE SUR VIEUX JONC;
01960;SERVAS;;;SERVAS;
01990;BANEINS;;;BANEINS;
01990;CHANEINS;;;CHANEINS;
01990;RELEVANT;;;RELEVANT;
01990;ST TRIVIER SUR MOIGNANS;;;ST TRIVIER SUR MOIGNANS;
02000;AULNOIS SOUS LAON;;;AULNOIS SOUS LAON;
02000;BARENTON BUGNY;;;BARENTON BUGNY;
02000;BARENTON CEL;;;BARENTON CEL;
02000;BOURGUIGNON SOUS MONTBAVIN;;;BOURGUIGNON SOUS MONTBAVIN;
02000;BRAYE EN LAONNOIS;;;BRAYE EN LAONNOIS;
02000;CHAILLEVOIS;;;CHAILLEVOIS;
02000;CHAMBRY;;;CHAMBRY;
02000;CHAVIGNON;;;CHAVIGNON;
02000;CHERY LES POUILLY;;;CHERY LES POUILLY;
02000;CHEVREGNY;;;CHEVREGNY;
02000;CHIVY LES ETOUVELLES;;;CHIVY LES ETOUVELLES;
02000;CLACY ET THIERRET;;;CLACY ET THIERRET;
02000;ETOUVELLES;;;ETOUVELLES;
02000;FILAIN;;;FILAIN;
02000;LANISCOURT;;;LANISCOURT;
02000;LAON;;;LAON;
02000;MERLIEUX ET FOUQUEROLLES;;;MERLIEUX ET FOUQUEROLLES;
02000;MOLINCHART;;;MOLINCHART;
02000;MONAMPTEUIL;;;MONAMPTEUIL;
02000;MONS EN LAONNOIS;;;MONS EN LAONNOIS;
02000;MONTBAVIN;;;MONTBAVIN;
02000;PARGNY FILAIN;;;PARGNY FILAIN;
02000;ROYAUCOURT ET CHAILVET;;;ROYAUCOURT ET CHAILVET;
02000;URCEL;;;URCEL;
02000;VAUCELLES ET BEFFECOURT;;;VAUCELLES ET BEFFECOURT;
02000;VERNEUIL SUR SERRE;;;VERNEUIL SUR SERRE;
02100;ESSIGNY LE PETIT;;;ESSIGNY LE PETIT;
02100;FAYET;;;FAYET;
02100;GRICOURT;;;GRICOURT;
02100;HARLY;;;HARLY;
02100;LESDINS;;;LESDINS;
